id,speaker,speech,context,raw-dialouge,season,episode,title,airdate,runtime
726,Mr. Krabs,"What is it, boy?",,"What is it, boy?",08,13,The Great Patty Caper,11-Nov-10,24
727,Mr. Krabs," SpongeBob?  There, there, kid. What's the big deal?",While walking over to SpongeBob and SpongeBob still pointing and babbling Mr. Krabs stops walking. He grabs an oxygen tank and puts it over SpongeBob's mouth. SpongeBob stops babbling and starts taking deep breaths.,"[While walking over to SpongeBob and SpongeBob still pointing and babbling] SpongeBob? [Mr. Krabs stops walking. He grabs an oxygen tank and puts it over SpongeBob's mouth. SpongeBob stops babbling and starts taking deep breaths.] There, there, kid. What's the big deal?",08,13,The Great Patty Caper,11-Nov-10,24
728,SpongeBob,"M-M-M-M-Mr. Krabs!  We're all out of Krabby Patties, sir.",The scene cuts to the empty box.,"M-M-M-M-Mr. Krabs! [The scene cuts to the empty box.] We're all out of Krabby Patties, sir.",08,13,The Great Patty Caper,11-Nov-10,24
729,Mr. Krabs,"That's nothing to fuss over, boy. We'll just whip up a new batch, like we did in the old days!",,"That's nothing to fuss over, boy. We'll just whip up a new batch, like we did in the old days!",08,13,The Great Patty Caper,11-Nov-10,24
730,Mr. Krabs,"I know this process like the back of me claw.  We always start with...  ...flour.  Next, we add  barnacle shavings. It's like riding a boat-cycle, ain't it, boy?",He grabs behind him for something. He holds up an opened bag of flour. He pours in the flour. He lifts up some barnacle shavings.,"I know this process like the back of me claw. [He grabs behind him for something.] We always start with... [He holds up an opened bag of flour.] ...flour. [He pours in the flour.] Next, we add [He lifts up some barnacle shavings.] barnacle shavings. It's like riding a boat-cycle, ain't it, boy?",08,13,The Great Patty Caper,11-Nov-10,24
731,SpongeBob,"You never forget, boss man.",,"You never forget, boss man.",08,13,The Great Patty Caper,11-Nov-10,24
732,Mr. Krabs,"What do ya say we do the next one together, eh?",,"What do ya say we do the next one together, eh?",08,13,The Great Patty Caper,11-Nov-10,24
733,Template,L2,,L2,08,13,The Great Patty Caper,11-Nov-10,24
734,SpongeBob, Turmeric.,While holding up a jar of turmeric,[While holding up a jar of turmeric] Turmeric.,08,13,The Great Patty Caper,11-Nov-10,24
735,Mr. Krabs,"What are you on about, boy? Third step's always sea salt.",,"What are you on about, boy? Third step's always sea salt.",08,13,The Great Patty Caper,11-Nov-10,24
736,SpongeBob,"That's funny, I remember turmeric third. And doesn't the recipe call for land salt?",,"That's funny, I remember turmeric third. And doesn't the recipe call for land salt?",08,13,The Great Patty Caper,11-Nov-10,24
737,Mr. Krabs,It's sea salt. And don't you remember SCABS?,,It's sea salt. And don't you remember SCABS?,08,13,The Great Patty Caper,11-Nov-10,24
738,SpongeBob,"Scabs, sir?",,"Scabs, sir?",08,13,The Great Patty Caper,11-Nov-10,24
739,SpongeBob,Was it pustule?,,Was it pustule?,08,13,The Great Patty Caper,11-Nov-10,24
740,Mr. Krabs,"Heavens, no. That's disgusting. All right, tell you what, why don't I just go fetch the formula? We'll settle this once and for all.",,"Heavens, no. That's disgusting. All right, tell you what, why don't I just go fetch the formula? We'll settle this once and for all.",08,13,The Great Patty Caper,11-Nov-10,24
741,Plankton,No need to wonder about this. I got your formula.  Yee-haw!,He laugh. He pulls out a cowboy hat and hits it on the rocket.,No need to wonder about this. I got your formula. [He laugh. He pulls out a cowboy hat and hits it on the rocket.] Yee-haw!,08,13,The Great Patty Caper,11-Nov-10,24
742,Mr. Krabs,"Aren't you getting a little tired of this, Plankton?",,"Aren't you getting a little tired of this, Plankton?",08,13,The Great Patty Caper,11-Nov-10,24
743,Plankton,"Come on, Krabs, don't you have any respect for tradition?",,"Come on, Krabs, don't you have any respect for tradition?",08,13,The Great Patty Caper,11-Nov-10,24
744,Mr. Krabs,"Oh, ho, ho, ho, Of course, I do. That's why I'm doing this.",,"Oh, ho, ho, ho, Of course, I do. That's why I'm doing this.",08,13,The Great Patty Caper,11-Nov-10,24
745,Plankton,Ow.,,Ow.,08,13,The Great Patty Caper,11-Nov-10,24
746,Mr. Krabs,I need to somehow get Plankton to stop comin' after me precious formula.,,I need to somehow get Plankton to stop comin' after me precious formula.,08,13,The Great Patty Caper,11-Nov-10,24
747,SpongeBob,"Hmm, I know! To keep Gary out of the biscuit tin, I hide the biscuits somewhere far away, like Patrick's house. Unfortunately, Patrick ends up eating the biscuits anyway.",,"Hmm, I know! To keep Gary out of the biscuit tin, I hide the biscuits somewhere far away, like Patrick's house. Unfortunately, Patrick ends up eating the biscuits anyway.",08,13,The Great Patty Caper,11-Nov-10,24
748,Mr. Krabs,"SpongeBob, that's it, you genius. You just solved me decades-old dellemer.",,"SpongeBob, that's it, you genius. You just solved me decades-old dellemer.",08,13,The Great Patty Caper,11-Nov-10,24
749,SpongeBob," I'm warning you, Mr. Krabs, Patrick'll eat anything you give him!",Yelling,"[Yelling] I'm warning you, Mr. Krabs, Patrick'll eat anything you give him!",08,13,The Great Patty Caper,11-Nov-10,24
750,Elaine,"Breaking news!  Earlier today, Mr. Eugene Krabs, proprietor of the Krusty Krab restaurant, parted  with his beloved secret formula. We now go to Perch Perkins live on the scene.","The card changes to show Mr. Krabs holding the recipe bottle. The card changes to show the formula slightly above Mr. Krabs' claw, tilted, and the ""thumb"" part of his claw extended further.","Breaking news! [The card changes to show Mr. Krabs holding the recipe bottle.] Earlier today, Mr. Eugene Krabs, proprietor of the Krusty Krab restaurant, parted [The card changes to show the formula slightly above Mr. Krabs' claw, tilted, and the ""thumb"" part of his claw extended further.] with his beloved secret formula. We now go to Perch Perkins live on the scene.",08,13,The Great Patty Caper,11-Nov-10,24
751,Perch Perkins,"Thanks, Elaine. Just moments ago, Eugene Krabs sent his famously delicious secret Krabby Patty formula packing.",,"Thanks, Elaine. Just moments ago, Eugene Krabs sent his famously delicious secret Krabby Patty formula packing.",08,13,The Great Patty Caper,11-Nov-10,24
752,Mr. Krabs,"Take care of yourself, little formula.",,"Take care of yourself, little formula.",08,13,The Great Patty Caper,11-Nov-10,24
