id,speaker,speech,context,raw-dialouge,season,episode,title,airdate,runtime
617,Mr. Krabs,"Four hundred and fifty-one, four hundred and fifty-two, four hundred and fifty three, four hundred and fifty four, four hundred and fifty five, four hundred and fifty si...  Ow! No!  Ooh.  I split me nail. Oh, that looks terrible.  Hello? It's an emergency! No, I haven't been biting them!  No! Can you just schedule me in?  Now? A manicure right in the middle of the day?  But what if the guys see me?  Yes, I want my nails to look their best. Be right there. ",hurts himself sucks claw close up on Mr. Krabs' nail dials number frusturated shocked whispers stops whispering takes secret underground passage to the front door and bumps into SpongeBob,"Four hundred and fifty-one, four hundred and fifty-two, four hundred and fifty three, four hundred and fifty four, four hundred and fifty five, four hundred and fifty si... [hurts himself] Ow! No! [sucks claw] Ooh. [close up on Mr. Krabs' nail] I split me nail. Oh, that looks terrible. [dials number] Hello? It's an emergency! No, I haven't been biting them! [frusturated] No! Can you just schedule me in? [shocked] Now? A manicure right in the middle of the day? [whispers] But what if the guys see me? [stops whispering] Yes, I want my nails to look their best. Be right there. [takes secret underground passage to the front door and bumps into SpongeBob]",07,05,Gullible Pants,5-Jun-09,10
618,SpongeBob,"Ahoy, sir. Where are you going?",,"Ahoy, sir. Where are you going?",07,05,Gullible Pants,5-Jun-09,10
619,Mr. Krabs,Uh. Heh heh. It's a... it's a secret.,,Uh. Heh heh. It's a... it's a secret.,07,05,Gullible Pants,5-Jun-09,10
620,SpongeBob, You have a secret?,shocked,[shocked] You have a secret?,07,05,Gullible Pants,5-Jun-09,10
621,Mr. Krabs,"Everybody has a secret, SpongeBob, and mine's gonna take 15 minutes.  Maybe 20 if she can spruce up my cubicles. ",looks at his nail notices SpongeBob is listening and puts his hands behind his back,"Everybody has a secret, SpongeBob, and mine's gonna take 15 minutes. [looks at his nail] Maybe 20 if she can spruce up my cubicles. [notices SpongeBob is listening and puts his hands behind his back]",07,05,Gullible Pants,5-Jun-09,10
622,SpongeBob,"Aye-aye, sir. And who will be ""in charge"" while you're gone.",,"Aye-aye, sir. And who will be ""in charge"" while you're gone.",07,05,Gullible Pants,5-Jun-09,10
623,Mr. Krabs,"Eh,  well, not Squidward.  No, no, him.  Too lumpy.  Okay, okay, you're in charge.","looks over at Squidward looks at a customer looks at another customer looks at SpongeBob, who shines","Eh, [looks over at Squidward] well, not Squidward. [looks at a customer] No, no, him. [looks at another customer] Too lumpy. [looks at SpongeBob, who shines] Okay, okay, you're in charge.",07,05,Gullible Pants,5-Jun-09,10
624,SpongeBob,What?,,What?,07,05,Gullible Pants,5-Jun-09,10
625,Mr. Krabs,You're in charge for the next 15 minutes.,,You're in charge for the next 15 minutes.,07,05,Gullible Pants,5-Jun-09,10
626,SpongeBob,I'm... in charge?,,I'm... in charge?,07,05,Gullible Pants,5-Jun-09,10
627,Mr. Krabs,"Yeah, sure, why not?  You okay, boy?",SpongeBob starts shaking,"Yeah, sure, why not? [SpongeBob starts shaking] You okay, boy?",07,05,Gullible Pants,5-Jun-09,10
628,SpongeBob," Yahow!  I won't let you down, sir.","flies around, leaving a rainbow trail behind lands and salutes","[flies around, leaving a rainbow trail behind] Yahow! [lands and salutes] I won't let you down, sir.",07,05,Gullible Pants,5-Jun-09,10
629,Mr. Krabs,What a sheesh. I'll be back in 15 minutes ,"Mr. Krabs leaves, Squidward is sleeping, and SpongeBob wakes him up","What a sheesh. I'll be back in 15 minutes [Mr. Krabs leaves, Squidward is sleeping, and SpongeBob wakes him up]",07,05,Gullible Pants,5-Jun-09,10
630,SpongeBob,"Naptime's over, Squidward. Now what do you say we work real hard until Mr. Krabs comes back?",,"Naptime's over, Squidward. Now what do you say we work real hard until Mr. Krabs comes back?",07,05,Gullible Pants,5-Jun-09,10
631,Squidward,Krabs is gone?,,Krabs is gone?,07,05,Gullible Pants,5-Jun-09,10
632,SpongeBob,Yep. And I'm in charge for the next 15 minutes.,,Yep. And I'm in charge for the next 15 minutes.,07,05,Gullible Pants,5-Jun-09,10
633,Squidward,Wow.,,Wow.,07,05,Gullible Pants,5-Jun-09,10
634,SpongeBob," Yeah, I'm kind of a big deal around here. I guess that's why Krabs put me in charge.  Charge. Charge. ",giggles close-up of Squidward not listening three times Squidward falls asleep,"[giggles] Yeah, I'm kind of a big deal around here. I guess that's why Krabs put me in charge. [close-up of Squidward not listening three times] Charge. Charge. [Squidward falls asleep]",07,05,Gullible Pants,5-Jun-09,10
635,Squidward,Wake me up when I care. ,SpongeBob looks at his watch,Wake me up when I care. [SpongeBob looks at his watch],07,05,Gullible Pants,5-Jun-09,10
636,SpongeBob,Do you care now?,,Do you care now?,07,05,Gullible Pants,5-Jun-09,10
637,Squidward,No.,,No.,07,05,Gullible Pants,5-Jun-09,10
638,SpongeBob," Heh-heh. Everything is under control, people. Go back to your krabby patties. Nothing your temporary man in charge can't handle.  Squidward? Squidward? Squidward? Squidward? Squid? Squid? Squidward? Squid? Squid?",looks at the customers and gasps tries to wake Squidward up,"[looks at the customers and gasps] Heh-heh. Everything is under control, people. Go back to your krabby patties. Nothing your temporary man in charge can't handle. [tries to wake Squidward up] Squidward? Squidward? Squidward? Squidward? Squid? Squid? Squidward? Squid? Squid?",07,05,Gullible Pants,5-Jun-09,10
639,Squidward, What?,yells,[yells] What?,07,05,Gullible Pants,5-Jun-09,10
640,SpongeBob,"Well, it's just that I'm in charge and...",,"Well, it's just that I'm in charge and...",07,05,Gullible Pants,5-Jun-09,10
641,Squidward, And you ruined my regulary scheduled Krusty Krab nap?,growls...but then gets an idea,[growls...but then gets an idea] And you ruined my regulary scheduled Krusty Krab nap?,07,05,Gullible Pants,5-Jun-09,10
642,SpongeBob,Regulary scheduled nap?,,Regulary scheduled nap?,07,05,Gullible Pants,5-Jun-09,10
643,Squidward,This must be important. Mr. Krabs has never interrupted one of these before.,,This must be important. Mr. Krabs has never interrupted one of these before.,07,05,Gullible Pants,5-Jun-09,10
644,SpongeBob,Really?,,Really?,07,05,Gullible Pants,5-Jun-09,10
645,Squidward,"But being as you're the man in charge, you must have your reasons.",,"But being as you're the man in charge, you must have your reasons.",07,05,Gullible Pants,5-Jun-09,10
646,SpongeBob," Well, I, um...",sweating,"[sweating] Well, I, um...",07,05,Gullible Pants,5-Jun-09,10
647,Squidward,What is it?,,What is it?,07,05,Gullible Pants,5-Jun-09,10
648,SpongeBob,"Um, nothing. Carry on. Boy, there sure is a lot of proceedural type stuff I don't know about the Krusty Krab. ",Squidward laughs then cuts to the scene where Squidward is watching TV,"Um, nothing. Carry on. Boy, there sure is a lot of proceedural type stuff I don't know about the Krusty Krab. [Squidward laughs then cuts to the scene where Squidward is watching TV]",07,05,Gullible Pants,5-Jun-09,10
649,SpongeBob,"Order up, Squidward!",,"Order up, Squidward!",07,05,Gullible Pants,5-Jun-09,10
650,Squidward,"You know, I'll let you serve this one. My stories are on.",,"You know, I'll let you serve this one. My stories are on.",07,05,Gullible Pants,5-Jun-09,10
651,SpongeBob,"Gosh, I'd love to, Squidward, but I've got to cook the patties. ",raises his spatula,"Gosh, I'd love to, Squidward, but I've got to cook the patties. [raises his spatula]",07,05,Gullible Pants,5-Jun-09,10
652,Squidward,So do it when you're done.,,So do it when you're done.,07,05,Gullible Pants,5-Jun-09,10
653,SpongeBob,And unclog the sink.,,And unclog the sink.,07,05,Gullible Pants,5-Jun-09,10
654,Squidward,Would you like to hear a secret?,,Would you like to hear a secret?,07,05,Gullible Pants,5-Jun-09,10
655,SpongeBob, What kind of secret?,appears right behind Squidward and slightly shocks Squidward,[appears right behind Squidward and slightly shocks Squidward] What kind of secret?,07,05,Gullible Pants,5-Jun-09,10
656,Squidward,See that guy over there? ,points,See that guy over there? [points],07,05,Gullible Pants,5-Jun-09,10
657,SpongeBob,Yes?,,Yes?,07,05,Gullible Pants,5-Jun-09,10
658,Squidward,"He wants to be a fry cook, and you're his hero!",,"He wants to be a fry cook, and you're his hero!",07,05,Gullible Pants,5-Jun-09,10
659,SpongeBob,Me?,,Me?,07,05,Gullible Pants,5-Jun-09,10
